[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-02-28 21:28:30] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-02-28 21:28:32] [class-ss-setup-task.php:33] Creating archive directory: D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110\
[2025-02-28 21:28:32] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/renatojoa/
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8db0d2f-uNvfdf.tmp
[2025-02-28 21:28:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-base.min.css?simply_static_page=5856
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-base.min.css?simply_static_page=5856
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:103] Filesize: 20190 bytes
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-base.min.css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8db0d2f-uNvfdf.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/widget-contact-buttons-base.min.css
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:45] [class-ss-page.php:119] Checking Content Identical:89d84f5b1070962b006c564af25c616db244fd7d===. Value: FALSE
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-1-rtl.min.css
[2025-02-28 21:28:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:480; Total: 834
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8dbe163-veIgog.tmp
[2025-02-28 21:28:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-1-rtl.min.css?simply_static_page=5857
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-1-rtl.min.css?simply_static_page=5857
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:103] Filesize: 3545 bytes
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-1-rtl.min.css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8dbe163-veIgog.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-1-rtl.min.css
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:45] [class-ss-page.php:119] Checking Content Identical:8639ecf947797410c2b597e46975c66365d265b9===. Value: FALSE
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-1.min.css
[2025-02-28 21:28:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:479; Total: 834
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8dc3886-hV3FiK.tmp
[2025-02-28 21:28:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-1.min.css?simply_static_page=5858
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-1.min.css?simply_static_page=5858
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:103] Filesize: 3545 bytes
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-1.min.css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8dc3886-hV3FiK.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-1.min.css
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:45] [class-ss-page.php:119] Checking Content Identical:8639ecf947797410c2b597e46975c66365d265b9===. Value: FALSE
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-10-rtl.min.css
[2025-02-28 21:28:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:478; Total: 834
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8dc7a3e-7s79ib.tmp
[2025-02-28 21:28:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-10-rtl.min.css?simply_static_page=5859
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-10-rtl.min.css?simply_static_page=5859
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:103] Filesize: 9623 bytes
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-10-rtl.min.css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8dc7a3e-7s79ib.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-10-rtl.min.css
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:45] [class-ss-page.php:119] Checking Content Identical:a87f1070d47d5080f3aba456b5bea57492ba45ef===. Value: FALSE
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-10.min.css
[2025-02-28 21:28:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:477; Total: 834
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8dd965e-CJmULF.tmp
[2025-02-28 21:28:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-10.min.css?simply_static_page=5860
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-10.min.css?simply_static_page=5860
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:103] Filesize: 9623 bytes
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-10.min.css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8dd965e-CJmULF.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-10.min.css
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:45] [class-ss-page.php:119] Checking Content Identical:a87f1070d47d5080f3aba456b5bea57492ba45ef===. Value: FALSE
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-3-rtl.min.css
[2025-02-28 21:28:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:476; Total: 834
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8de5210-upOrU4.tmp
[2025-02-28 21:28:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-3-rtl.min.css?simply_static_page=5861
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-3-rtl.min.css?simply_static_page=5861
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:103] Filesize: 11928 bytes
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-3-rtl.min.css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8de5210-upOrU4.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-3-rtl.min.css
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:45] [class-ss-page.php:119] Checking Content Identical:059d9e92304e2c4c61046d19be9ab9bb48edb671===. Value: FALSE
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-3.min.css
[2025-02-28 21:28:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:475; Total: 834
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8df036d-f3T0cn.tmp
[2025-02-28 21:28:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-3.min.css?simply_static_page=5862
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-3.min.css?simply_static_page=5862
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:103] Filesize: 11928 bytes
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-3.min.css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8df036d-f3T0cn.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-3.min.css
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:46] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:46] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:46] [class-ss-page.php:119] Checking Content Identical:059d9e92304e2c4c61046d19be9ab9bb48edb671===. Value: FALSE
[2025-02-28 21:28:46] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-4-rtl.min.css
[2025-02-28 21:28:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:474; Total: 834
[2025-02-28 21:28:46] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8e06953-0luik0.tmp
[2025-02-28 21:28:46] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-4-rtl.min.css?simply_static_page=5863
[2025-02-28 21:28:46] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-4-rtl.min.css?simply_static_page=5863
[2025-02-28 21:28:46] [class-ss-url-fetcher.php:103] Filesize: 8029 bytes
[2025-02-28 21:28:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-4-rtl.min.css
[2025-02-28 21:28:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8e06953-0luik0.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-4-rtl.min.css
[2025-02-28 21:28:46] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:46] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:46] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:46] [class-ss-page.php:119] Checking Content Identical:1f22317266a9d8446ae93ccb545e6228b84f7313===. Value: FALSE
[2025-02-28 21:28:46] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-4.min.css
[2025-02-28 21:28:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:473; Total: 834
[2025-02-28 21:28:46] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8e0ada2-dzfjZ4.tmp
[2025-02-28 21:28:46] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-4.min.css?simply_static_page=5864
[2025-02-28 21:28:46] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-4.min.css?simply_static_page=5864
[2025-02-28 21:28:46] [class-ss-url-fetcher.php:103] Filesize: 8029 bytes
[2025-02-28 21:28:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-4.min.css
[2025-02-28 21:28:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8e0ada2-dzfjZ4.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-4.min.css
[2025-02-28 21:28:46] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:46] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:46] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:46] [class-ss-page.php:119] Checking Content Identical:1f22317266a9d8446ae93ccb545e6228b84f7313===. Value: FALSE
[2025-02-28 21:28:46] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-6-rtl.min.css
[2025-02-28 21:28:46] [class-ss-task.php:58] [PAGES STATUS] Remaining:472; Total: 834
[2025-02-28 21:28:46] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:46] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8e0f103-xuYqHd.tmp
[2025-02-28 21:28:46] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-6-rtl.min.css?simply_static_page=5865
[2025-02-28 21:28:46] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-6-rtl.min.css?simply_static_page=5865
[2025-02-28 21:28:46] [class-ss-url-fetcher.php:103] Filesize: 3268 bytes
[2025-02-28 21:28:46] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:46] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-6-rtl.min.css
[2025-02-28 21:28:46] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8e0f103-xuYqHd.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-6-rtl.min.css
[2025-02-28 21:28:46] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:46] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:46] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:46] [class-ss-page.php:119] Checking Content Identical:b0559bce81aa597466fef384619f3cd8780c02ef===. Value: FALSE
[2025-02-28 21:28:46] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-6.min.css
